,mcg,gvh,alm,mit,vac,nuc,distance_from_0,distance_from_1,distance_from_2,distance_from_3,distance_from_4,distance_from_5,distance_from_6,distance_from_7,distance_from_8,closest,Probability_0,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8
0,0.58,0.61,0.47,0.13,0.48,0.22,,2.39,0.8457657657657663,2.0,0.5581987577639739,0.5708823529411764,0.5164957264957263,0.6400487804878043,0.2608838383838381,8,,0.09162968387750484,0.42922854380486397,0.1353352832366127,0.5722388769331983,0.5650266657446422,0.5966075651780427,0.5272667030887337,0.7703704018887024
1,0.43,0.67,0.48,0.27,0.53,0.22,,2.2,0.6772072072072071,1.8100000000000003,0.5121739130434771,0.46890374331550844,0.4604273504273503,0.5745365853658532,0.4232070707070701,8,,0.11080315836233387,0.5080338462192717,0.16365413680270402,0.5991915715536801,0.6256878068916139,0.6310139238081859,0.562965694908515,0.6549429995594138
2,0.64,0.62,0.49,0.15,0.53,0.22,,2.4699999999999998,0.8758558558558559,2.0800000000000005,0.4821739130434771,0.6387433155080218,0.5894017094017092,0.6871707317073166,0.2800757575757573,8,,0.08458485900156473,0.4165053985078097,0.12493021219858236,0.6174396716142228,0.527955480794388,0.5546590327683087,0.5029971717270173,0.7557264872804221
3,0.58,0.44,0.57,0.13,0.54,0.22,,2.18,0.7022522522522519,1.79,0.8321739130434771,0.3696524064171114,0.5277777777777773,0.659512195121951,0.31502525252525226,8,,0.11304153064044985,0.49546812697676157,0.1669601696670407,0.4351023827063764,0.6909744671907098,0.5899144351448399,0.5171035185972082,0.7297704454897681
4,0.42,0.44,0.48,0.54,0.48,0.22,,1.6400000000000001,0.7078378378378376,1.27,0.9475776397515515,0.48104278074866325,0.5558974358974358,0.28526829268292664,0.671792929292929,7,,0.19398004229089189,0.4927083619755099,0.2808316217783798,0.387678985118036,0.6181384727106215,0.5735572992487472,0.7518125214604273,0.5107919424646966
5,0.51,0.4,0.56,0.17,0.49,0.22,,1.9899999999999998,0.594234234234235,1.5999999999999999,0.8781987577639738,0.16211229946523986,0.4248717948717947,0.542390243902439,0.3313383838383833,5,,0.13669542544552388,0.5519850953571103,0.20189651799465544,0.41553070946117227,0.8503457058100737,0.6538536071420576,0.5813570052894065,0.7179621811326327
6,0.5,0.54,0.48,0.65,0.53,0.22,,1.7599999999999998,0.997207207207207,1.3700000000000003,0.8715527950310548,0.7869251336898402,0.7804273504273502,0.2741463414634142,0.60320707070707,7,,0.17204486382305056,0.36890828823296773,0.2541069595528002,0.41830150818459433,0.45524245506067734,0.4582101531534056,0.7602208152934794,0.5470543777043242
7,0.48,0.45,0.59,0.2,0.58,0.34,,2.16,0.4822522522522517,1.7700000000000002,0.9722981366459623,0.33649732620320844,0.47230769230769265,0.6503414634146347,0.4091161616161618,5,,0.11532512103806251,0.6173913037734564,0.1703329888254094,0.37821285376591296,0.7142677933805325,0.6235616182836964,0.5218675476585783,0.6642370689891465
8,0.55,0.5,0.66,0.36,0.49,0.22,,1.8399999999999999,0.8235135135135135,1.45,0.7475776397515514,0.4878342245989299,0.6675213675213676,0.39239024390243904,0.4289646464646458,7,,0.1588174261069207,0.43888690727038665,0.23457028809379765,0.47351218170390463,0.6139546431843037,0.5129784884578025,0.6754404759952,0.6511829503935482
9,0.4,0.39,0.6,0.15,0.58,0.3,,2.02,0.5750450450450445,1.6900000000000002,1.1322981366459626,0.3009358288770051,0.4512820512820516,0.8103414634146346,0.5614898989898992,5,,0.13265546508012172,0.5626795223116648,0.18451952399298924,0.3222917342438086,0.7401252658923163,0.6368112034291517,0.44470618940028583,0.5703586537114792
10,0.43,0.39,0.54,0.21,0.53,0.27,,1.97,0.4243243243243245,1.58,0.9022981366459626,0.11002673796791543,0.32230769230769274,0.5803414634146348,0.35911616161616194,5,,0.13945685621505094,0.6542116707400187,0.20597509820488344,0.4056363799194461,0.8958101828323827,0.7244752405730611,0.5597072143948999,0.6982932317698166
11,0.42,0.37,0.59,0.2,0.52,0.29,,1.9100000000000004,0.4650450450450446,1.5400000000000003,1.0022981366459625,0.17093582887700515,0.3823076923076927,0.6803414634146348,0.43911616161616185,5,,0.1480803865954624,0.6281068114527846,0.2143811014269779,0.36703497466776525,0.8428756600138524,0.6822850870316253,0.5064440307291805,0.6446058968178694
12,0.4,0.42,0.57,0.35,0.53,0.25,,1.78,0.5463963963963956,1.4500000000000002,0.8516770186335401,0.23665775401069505,0.42880341880341843,0.4568780487804877,0.528156565656565,5,,0.1686381472685955,0.579032659423449,0.23457028809379762,0.42669874983681744,0.7892613633349912,0.6512879475616679,0.6332575618859537,0.5896910250224796
13,0.6,0.4,0.52,0.46,0.53,0.22,,1.87,0.8156756756756756,1.48,0.7615527950310549,0.5193850267379684,0.7388034188034185,0.32951219512195107,0.512651515151515,7,,0.1541236618151314,0.44234034775275477,0.22763768838381274,0.4669408004263346,0.5948862746554645,0.47768516276466977,0.7192745134851942,0.5989054647240386
14,0.66,0.55,0.45,0.19,0.46,0.22,,2.35,0.8457657657657663,1.9600000000000002,0.4781987577639738,0.5708823529411765,0.47752136752136753,0.6400487804878044,0.26088383838383816,8,,0.09536916221554961,0.42922854380486397,0.14085842092104497,0.6198989750025758,0.5650266657446421,0.6203190307744227,0.5272667030887336,0.7703704018887024
15,0.46,0.44,0.52,0.11,0.5,0.22,,2.0900000000000003,0.5221621621621624,1.7000000000000002,0.8981987577639738,0.25874331550802177,0.34487179487179465,0.5668780487804878,0.35133838383838334,5,,0.12368713581745477,0.593236486811214,0.1826835240527346,0.40730265013205585,0.7720211634729703,0.7083111567696141,0.567293740372091,0.7037455774306308
16,0.47,0.39,0.5,0.11,0.49,0.4,,2.24,0.4078378378378389,1.85,1.0483229813664592,0.3780481283422471,0.4983760683760689,0.7391219512195126,0.48512626262626324,5,,0.1064585043792528,0.6650867219789866,0.1572371663136276,0.35052509359316086,0.6851975224514159,0.6075164242222707,0.47753302878673015,0.6156194621268317
17,0.58,0.47,0.54,0.11,0.51,0.26,,2.27,0.6522522522522518,1.8800000000000001,0.7422981366459627,0.3855882352941187,0.4212820512820517,0.5629756097560982,0.20679292929293003,8,,0.1033121800831002,0.5208713210662352,0.15259010575688386,0.476018701505234,0.6800504888264102,0.6562049918459647,0.5695118948941678,0.813188019973
18,0.5,0.34,0.55,0.21,0.49,0.22,,1.8900000000000001,0.594234234234235,1.5000000000000002,0.898198757763974,0.18120320855615002,0.4658974358974357,0.5597560975609756,0.3789646464646459,5,,0.15107180883637084,0.5519850953571103,0.2231301601484298,0.4073026501320558,0.8342658115186504,0.627571647069393,0.5713484001242185,0.6845698142015996
19,0.61,0.6,0.55,0.21,0.5,0.25,,2.3,0.7321621621621623,1.9100000000000001,0.4883229813664593,0.4155882352941187,0.5275213675213675,0.5212682926829265,0.19568181818181762,8,,0.10025884372280375,0.48086815034387076,0.14808038659546244,0.6136546420172637,0.6599519594690695,0.5900657146503948,0.593766999870136,0.8222738256401216
20,0.45,0.4,0.5,0.16,0.5,0.22,,2.0100000000000002,0.49783783783783897,1.62,0.8781987577639738,0.18120320855615007,0.3048717948717946,0.5827804878048778,0.3341666666666664,5,,0.13398867466880493,0.607843496126411,0.19789869908361465,0.41553070946117227,0.8342658115186504,0.7372178834464881,0.5583437382992472,0.7159344498748097
21,0.43,0.44,0.48,0.22,0.51,0.22,,2.0,0.40585585585585593,1.61,0.7721739130434772,0.17072192513369006,0.22880341880341842,0.5327804878048779,0.311792929292929,5,,0.1353352832366127,0.666406219056178,0.1998876140751445,0.4620076114465961,0.8430559735568619,0.7954848955082972,0.5869706339165375,0.7321331158550627
22,0.73,0.63,0.42,0.3,0.49,0.22,,2.45,1.0171171171171176,2.06,0.16341614906832183,0.77692513368984,0.6956410256410253,0.6800487804878044,0.5085101010101006,4,,0.0862935864993705,0.3616359930494991,0.12745396989482075,0.8492377053889943,0.45981771779784414,0.4987546309835976,0.5065922799443189,0.6013909233894442
23,0.43,0.53,0.52,0.13,0.55,0.22,,2.18,0.602252252252252,1.7900000000000003,0.8521739130434771,0.35072192513369005,0.35940170940170924,0.5586341463414631,0.3005303030303025,8,,0.11304153064044985,0.5475769647681291,0.16696016966704066,0.42648677828139825,0.7041795412643759,0.698093864149668,0.5719897848924358,0.7404254666829092
24,0.46,0.53,0.52,0.15,0.58,0.22,,2.2199999999999998,0.6422522522522519,1.8299999999999998,0.832173913043477,0.38874331550802177,0.39940170940170916,0.5386341463414631,0.28053030303030246,8,,0.10860910882495801,0.5261061648723022,0.1604135677751728,0.43510238270637647,0.677908256219591,0.6707212122120376,0.5835447450288789,0.75538305329984
25,0.51,0.51,0.52,0.51,0.54,0.22,,1.85,0.823603603603603,1.4600000000000002,0.8015527950310548,0.59692513368984,0.6704273504273504,0.08951219512195116,0.47815656565656506,7,,0.1572371663136276,0.4388473696903704,0.23223627472975877,0.44863178975895496,0.5505017556186236,0.5114899456267474,0.9143771141158947,0.6199251303984835
26,0.59,0.45,0.53,0.19,0.59,0.27,,2.2800000000000002,0.6222522522522518,1.8900000000000001,0.7522981366459627,0.3955882352941187,0.4523076923076927,0.5929756097560981,0.23598484848484916,8,,0.10228420671553744,0.5367342143990601,0.15107180883637084,0.4712822362867518,0.6732838734036279,0.6361583985622794,0.5526802747027926,0.7897926403973045
27,0.57,0.47,0.6,0.18,0.51,0.22,,2.09,0.6722522522522518,1.7,0.7621739130434771,0.33965240641711136,0.4377777777777774,0.5695121951219512,0.22583333333333316,8,,0.12368713581745483,0.5105573778726608,0.18268352405273466,0.4666508651357918,0.7120177725627824,0.645469204521969,0.5658013720625441,0.7978510657626523
28,0.63,0.67,0.57,0.24,0.49,0.22,,2.3000000000000003,0.8635135135135134,1.9100000000000004,0.42819875776397376,0.5278342245989298,0.7075213675213674,0.6341463414634143,0.37568181818181756,8,,0.1002588437228037,0.4216779054876126,0.1480803865954624,0.6516818750933315,0.5898811372900119,0.49286431422257865,0.5303880654166786,0.6868208321803798
29,0.8,0.88,0.36,0.39,0.56,0.33,,2.9200000000000004,1.417207207207207,2.5300000000000002,0.4918012422360263,1.3737700534759374,1.2420512820512823,1.0706341463414637,1.0386616161616167,4,,0.053933687300356,0.24239001758688777,0.07965902028589801,0.6115238988769478,0.2531507663090646,0.2887912177001745,0.34279106877671217,0.3539280567006048
30,0.53,0.54,0.43,0.1,0.57,0.32,,2.5300000000000002,0.7358558558558559,2.14,0.7422981366459623,0.6455882352941188,0.45290598290598344,0.6806341463414636,0.3265404040404042,8,,0.07965902028589801,0.4790952469861216,0.11765484302177918,0.4760187015052342,0.524354007836094,0.6357779048076638,0.506295824897708,0.7214152263697999
31,0.51,0.51,0.43,0.87,0.52,0.22,,1.7000000000000002,1.2372072072072071,1.33,1.0515527950310546,1.0269251336898402,0.9204273504273504,0.5150243902439021,0.870984848484848,7,,0.1826835240527346,0.29019353770242295,0.26447726129982396,0.3493947891750001,0.3581063986910672,0.39834877018726117,0.5974860216107234,0.4185391485585678
32,0.38,0.61,0.61,0.12,0.53,0.47,,2.36,0.542972972972972,2.0700000000000003,1.0922981366459625,0.6784759358288768,0.6429059829059833,0.95209756097561,0.6737121212121211,2,,0.09442022319630235,0.5810183303495166,0.12618578170503872,0.33544470943410587,0.5073896978489391,0.5257623455400712,0.38593066076572846,0.5098125747941981
33,0.33,0.55,0.51,0.43,0.51,0.22,,1.81,0.7479279279279272,1.58,0.8215527950310547,0.5589037433155084,0.4735042735042734,0.3445365853658532,0.5311868686868677,7,,0.16365413680270405,0.47334634503229217,0.20597509820488344,0.4397482851249629,0.571835598962208,0.6228159224081545,0.7085486292018123,0.5879067872782817
34,0.78,0.74,0.42,0.26,0.43,0.22,,2.59,1.1971171171171178,2.2,0.21832298136645992,0.9490641711229949,0.8756410256410252,0.9400487804878045,0.6885101010101006,4,,0.07502004008532698,0.3020637723683804,0.11080315836233387,0.8038657660700519,0.38710311627420485,0.41659488606402056,0.39060878080691125,0.5023239237203212
35,0.74,0.67,0.47,0.34,0.42,0.22,,2.34,1.1271171171171175,1.95,0.24757763975155148,0.879064171122995,0.8875213675213676,0.7100487804878045,0.6185101010101007,4,,0.09632763823049303,0.3239658671255994,0.1422740715865136,0.7806896059108516,0.4151712591930869,0.4116748799377648,0.4916202154021197,0.5387465178297633
36,0.72,0.61,0.45,0.3,0.54,0.25,,2.4699999999999998,0.947207207207207,2.08,0.20229813664596258,0.743770053475937,0.6704273504273501,0.6271707317073165,0.4277020202020198,4,,0.08458485900156473,0.3878226206328743,0.12493021219858241,0.8168513583113075,0.4753185569707753,0.5114899456267475,0.5341007797486993,0.6520056703731159
37,0.4,0.45,0.57,0.18,0.56,0.26,,2.0200000000000005,0.5029729729729719,1.6900000000000004,0.9522981366459624,0.2184759358288768,0.2712820512820517,0.6303414634146347,0.3814898989898993,5,,0.13265546508012166,0.604730138231049,0.18451952399298918,0.3858532602273278,0.8037428206167149,0.7624014297758755,0.5324099714377585,0.6828432834301627
38,0.59,0.53,0.43,0.44,0.5,0.22,,2.0700000000000003,0.8971171171171175,1.6800000000000002,0.5175776397515515,0.6769251336898401,0.5775213675213675,0.28717073170731655,0.39628787878787874,7,,0.12618578170503872,0.40774344358109127,0.18637397603940994,0.5959624365942631,0.5081771693260924,0.5612878701644977,0.7503836036260718,0.6728129794702944
39,0.57,0.53,0.53,0.34,0.53,0.22,,2.08,0.733603603603603,1.69,0.5515527950310548,0.48692513368984003,0.5804273504273503,0.32126829268292645,0.24265151515151495,8,,0.12493021219858241,0.48017550638687667,0.18451952399298926,0.5760546207846093,0.6145130375461781,0.5596591448785634,0.7252286513458734,0.7845448681383654
40,0.86,0.68,0.39,0.24,0.54,0.22,,2.7700000000000005,1.187207207207207,2.3800000000000003,0.2984472049689447,0.9769251336898401,0.868547008547008,0.9871707317073166,0.6677020202020199,4,,0.06266200474215312,0.30507207854166324,0.09255057751034325,0.7419694531163914,0.3764669063712278,0.4195607247241205,0.37262946976674544,0.5128858258888684
41,0.86,0.74,0.51,0.4,0.55,0.22,,2.56,1.297207207207207,2.1700000000000004,0.3864596273291929,1.08692513368984,1.1404273504273503,0.7771707317073165,0.7948737373737368,4,,0.07730474044329974,0.2732939816834855,0.11417761691083644,0.6794581563613756,0.33725190553682793,0.31968237622051243,0.4597048013445485,0.4516382563550469
42,0.79,0.57,0.41,0.28,0.59,0.22,,2.58,1.077207207207207,2.1900000000000004,0.32844720496894486,0.86692513368984,0.758547008547008,0.7971707317073164,0.5577020202020199,4,,0.07577400402284548,0.34054527118536515,0.11191674861732882,0.7200409418062312,0.42024175183569473,0.4683464362353668,0.450602036390672,0.5725232000889307
