,mcg,gvh,alm,mit,vac,nuc,distance_from_0,distance_from_1,distance_from_2,distance_from_3,distance_from_4,closest,Probability_0,Probability_1,Probability_2,Probability_3,Probability_4
0,0.58,0.61,0.47,0.13,0.48,0.22,0.32726844583987325,0.6428893905191878,0.6554148471615717,2.2600000000000002,0.5390697674418593,0,0.7208901970750563,0.5257710692646445,0.5192266182131162,0.104350484754765,0.583290595985281
1,0.43,0.67,0.48,0.27,0.53,0.22,0.4054317111459961,0.5467494356659156,0.5953711790393008,2.0700000000000003,0.48999999999999877,0,0.6666889316799021,0.5788282742364593,0.5513578753952733,0.12618578170503872,0.6126263941844168
2,0.64,0.62,0.49,0.15,0.53,0.22,0.3574725274725271,0.6960722347629813,0.7040611353711783,2.34,0.45999999999999885,0,0.6994419141159844,0.49853960979997936,0.49457269315762625,0.09632763823049303,0.6312836455069267
3,0.58,0.44,0.57,0.13,0.54,0.22,0.3554474097331245,0.532618510158014,0.6445414847161566,2.0500000000000003,0.8099999999999989,0,0.700859801553869,0.5870657177391164,0.5249031630609858,0.12873490358780418,0.4448580662229416
4,0.42,0.44,0.48,0.54,0.48,0.22,0.613437990580847,0.5535665914221222,0.3027074235807862,1.5100000000000002,0.9437209302325571,2,0.5414860413713863,0.574895731343547,0.7388152246648126,0.22090997795937814,0.3891770372693896
5,0.51,0.4,0.56,0.17,0.49,0.22,0.26711145996860247,0.3294356659142208,0.5272052401746723,1.8600000000000003,0.8590697674418594,0,0.7655877343247945,0.7193295611002001,0.5902522800468012,0.15567263036799725,0.42355590460885106
6,0.5,0.54,0.48,0.65,0.53,0.22,0.585431711145996,0.8667494356659156,0.312663755458515,1.6300000000000003,0.8646511627906965,2,0.5568654049098269,0.42031559396783125,0.7314958327027791,0.19592957412690928,0.4211984566972258
7,0.48,0.45,0.59,0.2,0.58,0.34,0.3427315541601267,0.37252821670428954,0.6172925764192141,2.0300000000000002,0.950348837209302,0,0.7098287365575945,0.6889902102505763,0.5394028544353767,0.13133552114849303,0.3866061373231754
8,0.55,0.5,0.66,0.36,0.49,0.22,0.4313343799058078,0.6801128668171551,0.37589519650655,1.71,0.7437209302325571,2,0.6496416473396641,0.5065598153448995,0.6866742951362883,0.1808657926171221,0.4753419067334357
9,0.4,0.39,0.6,0.15,0.58,0.3,0.4966405023547895,0.2732957110609477,0.777292576419214,1.8900000000000001,1.110348837209302,1,0.6085717245923552,0.7608677573468364,0.4596487921577517,0.15107180883637084,0.3294440186961621
10,0.43,0.39,0.54,0.21,0.53,0.27,0.2927315541601268,0.16397291196388208,0.5472925764192142,1.84,0.880348837209302,1,0.7462224341201101,0.8487650129461403,0.5785139743738186,0.15881742610692068,0.41463824520219666
11,0.42,0.37,0.59,0.2,0.52,0.29,0.3727315541601267,0.2032957110609477,0.6472925764192141,1.7799999999999998,0.9803488372093019,1,0.6888501269766982,0.81603689460703,0.5234610908701274,0.16863814726859555,0.3751801992077168
12,0.4,0.42,0.57,0.35,0.53,0.25,0.4734065934065933,0.35329571106094837,0.445851528384279,1.6500000000000001,0.8449999999999998,1,0.6228767620996573,0.7023694642454046,0.6402788282370409,0.19204990862075408,0.42955735821073926
13,0.6,0.4,0.52,0.46,0.53,0.22,0.5515384615384615,0.6232957110609484,0.32275109170305616,1.7400000000000002,0.7546511627906967,2,0.5760628777184249,0.5361744464533034,0.7241540798959221,0.17552040061699684,0.4701746005222336
14,0.66,0.55,0.45,0.19,0.46,0.22,0.32726844583987336,0.6428893905191878,0.6554148471615717,2.22,0.45906976744185923,0,0.7208901970750563,0.5257710692646445,0.5192266182131162,0.10860910882495796,0.6318711593272741
15,0.46,0.44,0.52,0.11,0.5,0.22,0.28711145996860243,0.34261851015801403,0.5640611353711786,1.96,0.8790697674418593,0,0.7504280814850882,0.7099089829743921,0.5688940105694724,0.140858420921045,0.41516893576883845
16,0.47,0.39,0.5,0.11,0.49,0.4,0.4166718995290433,0.29347629796839697,0.716855895196507,2.1100000000000003,1.0294186046511624,1,0.6592371804939787,0.7456668964749947,0.4882850644586269,0.12123796643338162,0.3572145831050649
17,0.58,0.47,0.54,0.11,0.51,0.26,0.24544740973312457,0.482618510158014,0.5345414847161567,2.14,0.7203488372093021,0,0.7823544269407402,0.6171652207323785,0.5859378900394755,0.11765484302177918,0.48658248827374556
18,0.5,0.34,0.55,0.21,0.49,0.22,0.31320251177393954,0.31079006772008877,0.5472052401746724,1.7600000000000002,0.8790697674418593,1,0.7311018408455343,0.7328677123108688,0.5785645018181619,0.17204486382305048,0.41516893576883845
