,mcg,gvh,alm,mit,erl,vac,nuc,distance_from_0,distance_from_1,distance_from_2,distance_from_3,closest,Probability_0,Probability_1,Probability_2,Probability_3
0,0.58,0.61,0.47,0.13,0.5,0.48,0.22,0.24999999999999997,0.006651248843662971,0.11480158730158749,0.4716279069767444,1,0.7175676909360669,0.8302595550719559,0.7901368787218146,0.5880432786994457
1,0.43,0.67,0.48,0.27,0.5,0.53,0.22,0.24999999999999997,0.006651248843662971,0.11480158730158749,0.4716279069767444,1,0.7219902750990386,0.8308291448925549,0.7988114914078853,0.596710491244727
2,0.64,0.62,0.49,0.15,0.5,0.53,0.22,0.24999999999999997,0.006651248843662971,0.11480158730158749,0.4716279069767444,1,0.7006505836006601,0.8113515795866967,0.7709139015646886,0.5795725041705027
3,0.58,0.44,0.57,0.13,0.5,0.54,0.22,0.24999999999999997,0.006651248843662971,0.11480158730158749,0.4716279069767444,1,0.7333269351003048,0.8315281406002283,0.8041901427855174,0.5984568899826095
4,0.42,0.44,0.48,0.54,0.5,0.48,0.22,0.24999999999999997,0.006651248843662971,0.11480158730158749,0.4716279069767444,1,0.6741127437119898,0.7410937350381982,0.7291102811175859,0.5783001968820938
5,0.51,0.4,0.56,0.17,0.5,0.49,0.22,0.24999999999999997,0.006651248843662971,0.11480158730158749,0.4716279069767444,1,0.7558067225886995,0.8563710978167941,0.8332042610096603,0.6110341757328799
6,0.5,0.54,0.48,0.65,0.5,0.53,0.22,0.24999999999999997,0.006651248843662971,0.11480158730158749,0.4716279069767444,1,0.6139471842137869,0.6772251923508018,0.6616952761790308,0.5405153992447003
7,0.48,0.45,0.59,0.2,0.5,0.58,0.34,0.12999999999999995,0.11334875115633705,0.005198412698412536,0.35162790697674434,2,0.8322352087239956,0.8273799949250049,0.8721039010691214,0.6869468886669938
8,0.55,0.5,0.66,0.36,0.5,0.49,0.22,0.24999999999999997,0.006651248843662971,0.11480158730158749,0.4716279069767444,1,0.7160764818156625,0.8255205872638293,0.7928867189332935,0.5971032683262126
9,0.4,0.39,0.6,0.15,0.5,0.58,0.3,0.16999999999999998,0.07334875115633702,0.0348015873015875,0.3916279069767444,2,0.777388608323305,0.7813710358941213,0.808324704624725,0.6478038288374044
10,0.43,0.39,0.54,0.21,0.5,0.53,0.27,0.19999999999999996,0.043348751156337045,0.06480158730158747,0.42162790697674435,1,0.7985513657167477,0.8470971292307512,0.8641885053979119,0.6479339935535221
11,0.42,0.37,0.59,0.2,0.5,0.52,0.29,0.18,0.06334875115633701,0.04480158730158751,0.4016279069767444,2,0.792561016048873,0.8115049673222932,0.8367947207950236,0.6524509586775931
12,0.4,0.42,0.57,0.35,0.5,0.53,0.25,0.21999999999999997,0.023348751156337028,0.08480158730158749,0.44162790697674437,1,0.7641988542820153,0.832386132661797,0.8344844192298592,0.6319973398495605
13,0.6,0.4,0.52,0.46,0.5,0.53,0.22,0.24999999999999997,0.006651248843662971,0.11480158730158749,0.4716279069767444,1,0.6916165898686215,0.7832684844693336,0.7588431677782821,0.5853515524307681
14,0.66,0.55,0.45,0.19,0.5,0.46,0.22,0.24999999999999997,0.006651248843662971,0.11480158730158749,0.4716279069767444,1,0.7120170414252195,0.8320966402966888,0.7869155125008038,0.58589114251163
15,0.46,0.44,0.52,0.11,0.5,0.5,0.22,0.24999999999999997,0.006651248843662971,0.11480158730158749,0.4716279069767444,1,0.7525616803801135,0.8383396715477596,0.8216932612027057,0.6077182046639509
16,0.47,0.39,0.5,0.11,0.5,0.49,0.4,0.06999999999999995,0.17334875115633705,0.06519841269841253,0.29162790697674434,2,0.8450195560611845,0.7688618795970541,0.8264040770194016,0.7113094820213145
17,0.58,0.47,0.54,0.11,0.5,0.51,0.26,0.20999999999999996,0.033348751156337036,0.07480158730158748,0.43162790697674436,1,0.7576517248164186,0.8343555582080372,0.8208854422717846,0.6196568662701015
18,0.5,0.34,0.55,0.21,0.5,0.49,0.22,0.24999999999999997,0.006651248843662971,0.11480158730158749,0.4716279069767444,1,0.7481398448543782,0.8324724141295023,0.8178385151173523,0.6091677817148083
